Num Rectangles,Rectangle Number,x1,y1,x2,y2
576,1,4080,876,7969,9838
576,2,2333,4052,2635,9238
576,3,85,1284,3440,2820
576,4,8156,2105,9696,5512
576,5,7978,8019,9997,9800
576,6,1287,269,6316,784
576,7,2927,5100,3323,8981
576,8,796,293,1058,889
576,9,1000,4084,1766,4533
576,10,328,3354,685,5398
576,11,1380,5414,2150,9483
576,12,1890,9557,2619,9774
576,13,7369,3,8610,756
576,14,2162,7154,2243,8936
576,15,309,3633,325,7094
576,16,3690,6382,3745,7302
576,17,2761,8729,2787,9562
576,18,8228,5517,8473,6013
576,19,3925,1328,4076,5376
576,20,261,9444,907,9909
576,21,2711,3251,3576,4312
576,22,410,7277,915,7758
576,23,8012,6078,9011,7460
576,24,3934,8957,4041,9554
576,25,9839,3975,9949,6885
576,26,581,5657,830,5684
576,27,3704,8864,3824,9901
576,28,70,970,2598,1174
576,29,1027,9902,5015,9945
576,30,754,5263,1638,5356
576,31,824,3049,1266,3337
576,32,3695,1804,3825,6117
576,33,3846,7052,3946,7079
576,34,439,29,5349,191
576,35,5274,9845,8111,9928
576,36,9468,1403,9793,1486
576,37,3498,7081,3670,8526
576,38,3409,5378,3603,7030
576,39,1761,2835,1780,3932
576,40,2947,946,3736,988
576,41,7986,7589,8639,7833
576,42,681,7925,805,8442
576,43,337,5731,920,6329
576,44,9619,1629,9886,1652
576,45,8638,254,9148,1088
576,46,1110,9293,1247,9900
576,47,2127,3478,2235,5133
576,48,9742,2938,9828,3297
576,49,797,3540,982,4569
576,50,1129,5440,1330,7170
576,51,1007,3922,1538,4014
576,52,9584,6811,9837,7557
576,53,338,8464,1319,9015
576,54,8844,1729,9947,2040
576,55,2790,4668,2913,7238
576,56,153,8316,240,9523
576,57,297,300,588,855
576,58,9209,6682,9557,7276
576,59,156,3251,302,6892
576,60,8021,5295,8122,5874
576,61,674,6534,838,7014
576,62,2703,4443,2734,7992
576,63,9984,1842,10000,4069
576,64,1035,6502,1125,7008
576,65,9600,1171,9800,1273
576,66,6686,239,6780,744
576,67,2194,5612,2252,5862
576,68,9200,958,9659,1026
576,69,2022,2871,3432,3095
576,70,8031,1054,8084,5036
576,71,2367,9412,2643,9504
576,72,54,6239,114,6879
576,73,9120,6045,9231,6094
576,74,8157,871,8506,1405
576,75,6537,855,8150,871
