Num Rectangles,Rectangle Number,x1,y1,x2,y2
119,1,7841,5606,8165,7107
119,2,502,5027,3585,8567
119,3,5788,2912,6518,5227
119,4,4198,108,7097,2566
119,5,4925,5625,6586,8351
119,6,2232,770,2355,2418
119,7,1575,2609,3044,3577
119,8,85,4382,106,4940
119,9,565,4078,5449,4704
119,10,9355,4859,9404,8798
119,11,8192,963,8957,4406
119,12,9044,1653,9186,8111
119,13,7426,2945,7754,7694
119,14,4339,5166,4831,7812
119,15,1200,281,3249,691
119,16,590,8810,3029,9625
119,17,9663,9139,9942,9677
119,18,3341,9652,4660,9768
119,19,7457,8617,8310,9599
119,20,9739,2229,9959,8750
119,21,6731,2693,6783,9986
119,22,8484,5349,8709,5654
119,23,9202,495,9759,2020
119,24,8740,5646,8942,7790
119,25,9002,2694,9019,8474
119,26,7312,1046,7393,9355
119,27,24,650,50,8459
119,28,9450,3179,9565,6932
119,29,3575,1028,4128,1563
119,30,1083,2414,1530,2661
119,31,3327,8874,3690,9075
119,32,7575,757,7805,859
119,33,1789,4014,3253,4053
119,34,7084,4635,7311,8852
119,35,106,2866,376,3585
119,36,3540,493,3654,774
119,37,217,6949,405,7278
119,38,565,3555,706,3919
119,39,3726,7397,3748,8913
119,40,4088,5510,4337,6120
119,41,3459,2116,3904,2663
119,42,7990,200,8099,2676
119,43,8909,323,9123,513
119,44,4029,8930,4846,9357
119,45,4432,3017,5462,3743
119,46,6302,5291,6422,5570
119,47,7782,1224,7975,1827
119,48,8496,9498,8794,9695
119,49,7707,1893,7841,2015
119,50,618,1320,1080,2897
119,51,9508,8355,9567,9629
119,52,8366,8223,8622,9341
119,53,1082,8651,3191,8667
119,54,5667,8370,5742,9288
119,55,6079,8969,6246,9320
119,56,1831,1992,2178,2534
119,57,3073,3331,3364,4005
119,58,5658,2632,5729,4407
119,59,144,4816,3301,4957
119,60,52,9818,3615,9889
119,61,6805,7307,7047,7920
119,62,450,17,840,356
119,63,2546,719,3344,2397
119,64,64,7668,500,8197
119,65,460,706,1950,911
119,66,7770,3704,7799,7528
119,67,1307,2013,1403,2331
119,68,3884,5552,3991,8111
119,69,6310,8623,6686,9028
119,70,8200,160,8222,855
119,71,6913,4861,7014,5067
119,72,5122,9371,5351,9658
119,73,8823,8752,9111,8916
119,74,7178,896,7674,1003
119,75,5418,8983,5536,9794
119,76,4145,7136,4181,8454
119,77,5314,2616,5369,2739
119,78,5519,3166,5527,5264
119,79,1700,1267,2022,1733
119,80,4385,9537,4794,9627
119,81,3636,5429,3646,7029
119,82,8329,5960,8697,6487
119,83,9268,2264,9354,2556
119,84,8376,37,9585,116
119,85,357,1849,516,2336
119,86,4741,3914,5375,4005
119,87,145,5890,244,5901
119,88,414,6472,485,6593
119,89,5094,2765,5502,2892
119,90,105,1562,182,2580
119,91,7098,2395,7213,4486
119,92,9465,7445,9712,8057
119,93,4537,8421,4760,8717
119,94,610,3971,960,4044
119,95,76,8466,222,8891
119,96,4288,3808,4356,3858
119,97,3423,2825,3497,3466
119,98,7565,9824,7608,9936
119,99,9246,6764,9323,9448
119,100,8454,151,9695,169
119,101,7699,1196,7773,1315
119,102,8266,4906,8298,6284
119,103,7989,7378,8382,7890
119,104,1844,113,3255,164
119,105,6635,4524,6666,5421
119,106,7586,60,7766,539
119,107,8510,4587,8594,5191
119,108,6798,3385,6912,5798
119,109,3975,2662,4987,2945
119,110,8659,524,8953,894
119,111,1013,156,1547,268
119,112,498,2595,537,2731
119,113,3241,9002,3264,9794
119,114,7752,9721,9438,9927
119,115,1124,968,2097,1237
119,116,3651,4889,3874,6051
119,117,472,3136,1276,3418
119,118,9453,343,9826,430
119,119,9602,5272,9626,5469
