Num Rectangles,Rectangle Number,x1,y1,x2,y2
26,1,2371,3209,4561,7127
26,2,6919,4197,7024,8631
26,3,5448,1971,6728,7570
26,4,7473,1960,7737,4305
26,5,550,1955,805,2366
26,6,19,3010,783,9635
26,7,8637,2692,9597,9205
26,8,1323,8990,2019,9479
26,9,5188,2558,5242,9176
26,10,844,4129,1687,5942
26,11,1838,7204,1994,8778
26,12,4642,3354,5176,9479
26,13,2669,92,5806,372
26,14,1023,791,3111,990
26,15,6696,1012,8616,1353
26,16,1815,1095,5140,1285
26,17,4505,2317,4870,2684
26,18,7231,655,8789,736
26,19,7746,1742,8179,2454
26,20,7531,8195,7855,8217
26,21,1055,1684,4016,2081
26,22,2430,7495,3075,7969
26,23,9618,1280,9639,1514
26,24,2248,2983,3342,3073
26,25,7815,3639,8365,5287
26,26,1845,3877,2093,3971
