Num Rectangles,Rectangle Number,x1,y1,x2,y2
527,1,4016,1757,9560,4875
527,2,514,5605,8264,8069
527,3,423,8891,5986,9515
527,4,166,3435,830,5135
527,5,2237,443,3394,1056
527,6,4601,1186,5677,1286
527,7,8470,972,9803,1581
527,8,2719,1969,3190,5158
527,9,7063,9342,8460,9570
527,10,608,8180,5466,8253
527,11,9831,8771,9988,8958
527,12,133,6124,264,6580
527,13,3550,8652,4169,8736
527,14,6188,8567,8836,8691
527,15,594,8345,6532,8515
527,16,3249,5449,3479,5477
527,17,1624,481,1907,1959
527,18,1473,2613,1993,3753
527,19,7295,847,7433,1648
527,20,4033,168,6355,493
527,21,9100,5183,9333,8621
527,22,6480,65,9514,730
527,23,3686,1368,6686,1471
527,24,2611,5220,8692,5325
527,25,1821,8298,6046,8332
527,26,2410,2377,2572,2996
527,27,1932,9605,5049,9684
527,28,9511,5103,9766,7760
527,29,537,1566,606,2245
527,30,6585,8130,8102,8220
527,31,1587,4800,2110,5011
527,32,453,1631,490,2724
527,33,8415,5818,8979,7122
527,34,2365,1062,3257,1332
527,35,2269,2803,2284,4114
527,36,8576,9378,9489,9482
527,37,325,332,352,576
527,38,5034,1540,5482,1718
527,39,7155,5461,9006,5562
527,40,905,1655,941,5563
527,41,4614,9846,5364,9989
527,42,1701,8545,8282,8561
527,43,9688,2765,9799,4780
527,44,6717,9869,7270,9894
527,45,7754,8301,7981,8516
527,46,1507,1087,1547,2166
527,47,654,605,1035,1547
527,48,1092,1642,1320,3498
527,49,3206,3743,3461,4798
527,50,9820,5934,9883,6138
527,51,5714,8638,6041,8730
527,52,13,2001,30,3986
527,53,3348,1396,3592,1421
527,54,3664,630,4912,883
527,55,1288,4517,2157,4615
527,56,1501,5406,8156,5435
527,57,9954,455,9975,4979
527,58,3338,1529,3646,2617
527,59,2351,4246,2522,4634
527,60,3793,1574,4359,1587
527,61,9019,5909,9090,8623
527,62,178,8709,272,9862
527,63,7739,8731,8283,8959
527,64,9075,4878,9375,5021
527,65,9450,5398,9497,6900
527,66,9365,6912,9395,8110
527,67,3625,4276,3959,4447
527,68,8327,9220,8701,9319
527,69,5883,9572,8865,9631
527,70,9178,8624,9753,8889
527,71,980,1707,1000,4709
527,72,950,9691,1466,9829
527,73,34,1433,68,7930
527,74,6320,1624,6353,1674
527,75,603,500,1452,577
527,76,2048,381,2137,2981
527,77,6765,9196,6844,9225
527,78,4485,925,6882,1071
527,79,9812,2248,9891,3640
527,80,1141,8795,2157,8817
527,81,8073,8262,8380,8344
527,82,1156,1288,1409,1446
527,83,101,433,249,2953
527,84,4913,5456,4941,5498
527,85,1143,5487,3544,5513
527,86,1771,21,5458,166
527,87,8476,7278,8531,8379
527,88,1016,3126,1053,3734
527,89,3432,221,3477,1127
527,90,8879,9561,9464,9750
527,91,6479,4947,8509,5145
527,92,4232,8677,5258,8743
527,93,6669,9902,8936,9991
527,94,1610,8644,2239,8766
527,95,75,1707,93,4220
527,96,3685,8782,6566,8857
527,97,3361,4951,3414,4991
527,98,6386,9002,7589,9085
527,99,2231,1129,2266,3049
527,100,4254,9695,4916,9829
527,101,2190,9788,4001,9899
527,102,117,5093,125,9507
527,103,6821,1141,6896,1745
527,104,8700,8000,8950,8078
527,105,5784,721,6169,868
527,106,157,6709,262,8476
527,107,6436,5155,8232,5197
527,108,8722,8952,9030,9066
527,109,9633,8003,9727,8251
527,110,991,8087,2500,8172
527,111,8577,7518,8636,8177
527,112,3477,3154,3915,3369
527,113,6937,1282,7034,1695
527,114,3191,1629,3322,3498
527,115,4101,1118,6740,1130
527,116,1340,288,2915,333
527,117,2639,1452,2689,2755
527,118,6087,8232,7200,8342
527,119,9607,2385,9657,3369
527,120,3684,1591,3712,2976
527,121,403,50,1454,252
527,122,7603,973,7982,1390
527,123,3378,1288,3761,1354
527,124,7584,8709,7616,8805
527,125,5694,1144,6627,1290
527,126,3051,345,3247,441
527,127,9579,70,9737,920
527,128,4971,561,6454,641
527,129,5627,9900,6623,9993
527,130,1554,5189,1583,5285
527,131,1681,3771,2175,3890
527,132,3531,176,3654,661
527,133,8692,5035,8811,5055
527,134,424,8536,1009,8850
527,135,832,3907,840,5416
527,136,1836,5571,6305,5588
527,137,3551,5126,4197,5175
527,138,4435,8096,5113,8142
527,139,9487,8448,9629,8477
527,140,355,5234,490,6440
527,141,4670,5005,6290,5153
527,142,4167,1277,4291,1328
