Num Rectangles,Rectangle Number,x1,y1,x2,y2
76,1,5911,3106,8971,9594
76,2,571,4924,2142,6413
76,3,5940,1866,7960,1962
76,4,15,1846,308,5418
76,5,3586,982,9629,1698
76,6,5654,3469,5867,5006
76,7,2876,699,3215,5679
76,8,3801,416,6121,461
76,9,314,4195,2287,4654
76,10,7977,1852,9240,1936
76,11,4095,2064,5464,6056
76,12,448,6580,5121,7760
76,13,2260,45,8208,101
76,14,3662,8584,4119,9912
76,15,1178,895,2115,3651
76,16,55,7915,1251,9237
76,17,6557,264,8237,331
76,18,1902,8264,2604,8531
76,19,9022,4641,9377,7427
76,20,3263,5128,3620,5464
76,21,8317,2341,9273,2685
76,22,5136,7942,5895,8720
76,23,1391,336,2232,782
76,24,3076,7905,3348,9958
76,25,9886,4381,9984,4851
76,26,5253,740,6048,826
76,27,9404,7319,9760,7789
76,28,8363,9711,9764,9872
76,29,2396,352,2571,5463
76,30,6012,2400,8165,3036
76,31,492,2440,681,2613
76,32,3321,3489,3853,3920
76,33,3434,2673,3690,3257
76,34,3678,6358,5434,6488
76,35,330,6948,359,7619
76,36,9467,3032,9648,3585
76,37,4610,8378,4814,8515
76,38,7104,1974,9964,2105
76,39,2645,3002,2748,4715
76,40,7142,1727,8633,1820
76,41,888,9273,1711,9860
76,42,2113,8661,2310,9614
76,43,310,9905,775,9982
76,44,2046,4681,2114,4765
76,45,1599,7776,5462,7850
76,46,8999,3780,9013,6668
76,47,6431,2234,7315,2348
76,48,7605,9930,7993,9940
76,49,2594,2906,2634,5898
76,50,1909,120,8229,180
76,51,108,278,304,1615
76,52,751,1945,901,3441
76,53,1301,7960,2488,8207
76,54,5485,3054,5793,3071
76,55,848,3809,1886,3934
76,56,9537,6377,9996,6577
76,57,3223,406,3374,2421
76,58,221,6035,323,7792
76,59,5502,5180,5879,7177
76,60,3753,8366,4298,8420
76,61,63,7141,173,7697
76,62,7398,9595,8104,9788
76,63,3479,1784,5391,1905
76,64,1345,8671,1856,8991
76,65,9411,4721,9441,5367
76,66,395,5685,512,5781
76,67,5487,2603,5837,2838
76,68,9773,3369,9853,4587
76,69,9431,1723,9580,1757
76,70,9639,9219,9703,9550
76,71,6442,462,8097,965
76,72,2824,203,6588,220
76,73,9551,6578,9766,7101
76,74,8566,2131,9440,2229
76,75,936,1477,1164,2316
76,76,3579,5773,3966,5867
