Num Rectangles,Rectangle Number,x1,y1,x2,y2
184,1,8309,5333,8380,5543
184,2,2493,3063,3290,7093
184,3,5055,328,7263,9947
184,4,1554,743,3328,2453
184,5,9088,2025,9470,2132
184,6,4309,2180,4825,6156
184,7,3684,7852,4864,9250
184,8,889,4535,1190,6669
184,9,8326,2172,9711,3164
184,10,3012,8350,3480,9399
184,11,7450,5841,9974,6487
184,12,736,9696,2104,9716
184,13,47,7671,535,8821
184,14,1801,6621,2094,6716
184,15,30,9436,3272,9539
184,16,7941,2719,8026,5332
184,17,2760,7434,3549,7828
184,18,239,388,742,6501
184,19,3786,1585,3873,5170
184,20,7347,8508,9381,9810
184,21,831,241,1419,4392
184,22,4134,6515,4901,7732
184,23,8723,7575,9867,7692
184,24,7581,3507,7648,4447
184,25,3551,9519,3775,9812
184,26,89,1170,150,5347
184,27,4390,488,4624,1339
184,28,8322,3376,9592,3437
184,29,727,7144,1381,8969
184,30,1709,5969,1779,6751
184,31,3399,4438,3576,7358
184,32,9329,3704,9846,4344
184,33,1999,8745,2882,8852
184,34,3646,4343,3760,6001
184,35,2251,4972,2319,5295
184,36,9385,8271,9399,8413
184,37,3780,9303,4570,9788
184,38,7981,1652,8069,2370
184,39,8976,395,9772,1696
184,40,7507,2978,7525,5422
184,41,8618,3642,9149,4768
184,42,8421,6819,9193,7089
184,43,107,9095,813,9248
184,44,3355,2091,3613,3537
184,45,17,5323,31,8553
184,46,9611,7800,9754,8495
184,47,7308,2408,7341,7364
184,48,4172,5740,4199,6043
184,49,6379,55,7359,107
184,50,3992,2084,4210,4484
184,51,7420,6616,7943,8498
184,52,3608,6350,3663,8917
184,53,2382,4479,2424,5784
184,54,1550,9805,2743,9844
184,55,8262,102,8408,1315
184,56,1558,7954,1749,9315
184,57,1477,4253,2116,5044
184,58,9141,5466,9788,5715
184,59,9279,6692,9843,6833
184,60,2454,7128,2647,8114
184,61,7445,1155,7786,2411
184,62,7891,818,7909,2697
184,63,7801,3100,7843,3656
184,64,4110,39,5370,276
184,65,204,7109,342,7192
184,66,8095,3037,8262,3970
184,67,2141,4219,2193,6563
184,68,2332,2770,2898,2850
184,69,4941,7430,4978,7942
184,70,9435,1822,9460,1836
184,71,8191,7263,8709,7333
184,72,231,6779,538,6988
184,73,8428,4836,8805,5251
184,74,3228,152,3916,707
184,75,173,141,197,7187
184,76,8031,446,8235,1212
184,77,4923,1282,4992,3352
184,78,1699,3582,2356,4107
184,79,432,7128,627,7167
184,80,7372,4392,7432,4483
184,81,5030,2937,5042,4477
184,82,9774,8573,9964,9448
184,83,1753,7650,1867,8621
184,84,4212,516,4272,916
184,85,1364,4557,1450,4599
184,86,3955,4969,3998,5851
184,87,2483,100,2933,334
184,88,8228,1533,8317,2095
184,89,3680,772,3718,1350
184,90,89,9940,269,9965
184,91,1423,5538,1475,6039
184,92,4215,1170,4232,4474
184,93,7269,258,7335,1360
184,94,8332,1405,8682,1475
184,95,2048,7792,2429,7927
184,96,7939,36,7960,1351
184,97,9615,4365,9713,4631
184,98,8805,9858,9748,9949
184,99,2123,8305,3125,8346
184,100,4189,922,4324,1152
184,101,1187,9848,2092,9876
184,102,2215,8934,2851,9098
184,103,4065,5193,4287,5664
184,104,1847,2513,2587,2590
184,105,1248,6535,1523,6548
184,106,2252,440,3088,730
184,107,3363,5250,3371,5339
184,108,4048,614,4062,1376
184,109,7748,3937,7890,4005
184,110,2821,2902,3241,3022
184,111,676,14,3919,57
184,112,8065,7562,8098,8131
184,113,4021,887,4026,1613
184,114,7544,919,7598,961
184,115,8419,1945,8485,1998
184,116,1681,6796,2046,7316
184,117,7753,108,7818,167
184,118,8439,5316,8956,5434
184,119,1584,6572,1622,7107
184,120,4565,1571,4615,2164
184,121,2345,9164,2691,9315
184,122,9094,5050,9794,5197
184,123,57,1622,62,4298
184,124,7539,5757,9324,5788
184,125,2028,5334,2084,6350
184,126,8117,5344,8263,5421
184,127,747,275,784,4450
184,128,2191,7283,2220,7467
184,129,1109,9726,2891,9762
184,130,7964,1228,7984,1501
184,131,1427,7478,1441,8114
184,132,1462,2443,1477,2918
184,133,5784,58,5942,79
184,134,8772,5524,9133,5736
184,135,7272,8098,7346,9946
184,136,7696,4891,7793,5336
184,137,9806,1924,9942,3191
184,138,3907,2690,3945,7775
184,139,7983,6967,8176,7279
184,140,3816,1156,3973,1573
184,141,9463,7401,9985,7530
184,142,4962,6742,5006,7175
184,143,1064,6790,1446,7073
184,144,1812,511,2084,648
184,145,8434,1151,8913,1222
184,146,9528,8960,9628,9012
184,147,2802,8439,2976,8629
184,148,8384,3721,8508,3823
184,149,5474,161,7101,197
184,150,788,4444,812,7041
184,151,8718,1314,8796,1646
184,152,8377,7359,8511,7408
184,153,1714,2641,1900,3328
184,154,3302,4242,3402,4338
184,155,4274,3737,4294,4318
184,156,1480,3414,1521,4199
184,157,1788,5889,2000,6400
184,158,1817,5259,1861,5279
184,159,7976,6601,8517,6693
184,160,4085,590,4105,1790
184,161,9950,3795,9968,5117
184,162,3374,5406,3397,6678
184,163,4688,646,4775,1348
184,164,8101,4002,8553,4049
184,165,3277,9914,4295,9940
184,166,9377,3353,9530,3372
184,167,9860,4358,9939,4952
184,168,8482,202,8576,984
184,169,932,9763,1979,9801
184,170,585,7715,609,8522
184,171,7616,4535,7875,4614
184,172,2019,8129,2079,8163
184,173,447,6592,454,6736
184,174,8167,7736,9276,8236
184,175,8917,6494,9374,6624
184,176,7430,5797,9985,5816
184,177,364,93,698,133
184,178,2420,5851,2443,6306
184,179,2245,3242,2387,3413
184,180,1605,2737,1628,3988
184,181,9579,9759,9669,9857
184,182,5011,1180,5024,8740
184,183,9961,2279,9994,3568
184,184,3498,8763,3520,9272
